Vul	Ein Nachbarskind fragt dich nach Hilfe bei einer Mathehausaufgabe. Du fängst an zu rechnen und merkst, dass ein Wert fehlt, um die Gleichung zu lösen.	A neighbor's kid asks you for help with a math homework. You start to calculate and realize that a value is missing to solve the equation.	{'neg': 0.078, 'neu': 0.676, 'pos': 0.246, 'compound': 0.5719}	emotional
Neif	Du arbeitest in einem großen Projekt an einer App für deinen Arbeitgeber. Damit sollen sich die Mitarbeiter und Mitarbeiterinnen gegenseitig kontaktieren können. Dein Arbeitgeber hat dir dafür einen Programmierkurs bezahlt.	You are working on a large project on an app for your employer. This should enable employees to contact each other. Your employer paid you for a programming course.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Zimerhubst	Du bist in der vergangenen Nacht erst spät schlafen gegangen, weil du eine To-Do-Liste für die Arbeit angelegt hast. Du brauchst einen stärkeren Kaffee als üblich, um richtig wach zu werden. 	You went to bed late last night because you made a to-do list for work. You need a stronger coffee than usual to wake up properly.	{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3818}	neutral
Zwelde	Du wachst als Kind auf und kannst dich noch gut an die Geschichte aus deinem Traum erinnern. Du warst im Wald und es kamen Tiere darin vor.	You wake up as a child and you can still remember the story from your dream. You were in the forest and there were animals in it.	{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.25}	neutral
Herklögen	Du sitzt nach Feierabend beim Abendessen mit deinen Mitbewohnern in der WG-Küche. Ihr wohnt schon seit zwei Jahren zusammen. Ihr esst gemeinsam und unterhaltet euch über euren Tag.	After work you sit at dinner with your roommates in the shared kitchen. You've been living together for two years. You eat together and talk about your day.	{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.34}	neutral
Preier	Du erhältst eine Einladung zu einer Feier, die am Wochenende stattfinden soll. Du überlegst hinzugehen, aber hast noch viel zu tun, weshalb du zu Hause bleibst. 	You receive an invitation to a party scheduled for the weekend. You are considering going, but you still have a lot to do, which is why you are staying at home.	{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.2144}	neutral
Muschürdur	Du wachst morgens auf und bist immer noch müde. Du fragst dich warum, weil du eigentlich ausreichend Schlaf bekommen hast. Manchmal scheint dein Schlaf nicht so erholsam zu sein.	You wake up in the morning and you're still tired. You wonder why, because you actually got enough sleep. Sometimes your sleep doesn't seem so restful.	{'neg': 0.096, 'neu': 0.796, 'pos': 0.108, 'compound': 0.0878}	neutral
Ismiprämpf	Du hast dich mit einem*r Bekannten in einem Café verabredet. Du bist zuerst da und suchst einen Tisch aus. Dann schaust du regelmäßig zur Eingangstür, ob er*sie hereinkommt.	You have arranged to meet a friend in a café. You are there first and choose a table. Then you regularly check the front door to see if he*she is coming in.	{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.4939}	neutral
Glühm	Du sitzt auf deiner Couch, als es an der Tür klingelt. Du bist dir nicht sicher, ob du dich verhört hast und lauschst. Du bleibst ruhig sitzen und wartest ab, ob es nochmal klingelt.	You're sitting on your couch when the doorbell rings. You are not sure if you misheard and are listening. You sit quietly and wait to see if the doorbell rings again.	{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.2411}	neutral
Rugliebast	Du bestellst für die gesamte Familie Pizza. Um nichts zu vergessen, gehst du die Bestellung einmal im Kopf durch, bevor du die Nummer der Pizzaria wählst.	You order pizza for the whole family. In order not to forget anything, go through the order in your head before dialing the number of the pizzeria.	{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.242}	neutral
Wumeizauch	Du bist in der Mensa mit einem*r Kommilitonen*in. Du fragst sie, was du essen sollst. Die Person hinter euch in der Schlange rät dir, nicht die gefüllte Paprika zu nehmen, weil sie versalzen sei.	You are in the canteen with a fellow student. You ask her what you should eat. The person behind you in line advises you not to take the stuffed peppers because they are oversalted.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Häugnung	Du läufst auf der Straße, als neben dir ein Mann anfängt zu rennen. Du fragst dich, wohin er läuft. Du siehst, wie er einem anderen Mann zuruft und ihm winkt. Die beiden scheinen sich zu kennen.	You are walking down the street when a man starts running next to you. You wonder where he's going. You see him calling and waving to another man. The two seem to know each other.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Wupforau	Du kommst im Zug mit jemandem ins Gespräch. Es ergibt sich, dass ihr dasselbe Fach studiert. Du gehst davon aus, dass ihr euch noch häufiger in der Uni begegnen werdet.	You strike up a conversation with someone on the train. It turns out that you are studying the same subject. You assume that you will meet more often at university.	{'neg': 0.051, 'neu': 0.949, 'pos': 0.0, 'compound': -0.128}	neutral
Bismirbiel	Dein*e Mitbewohner*in bittet dich, den Fernseher etwas lauter zu stellen. Du nimmst dir die Fernbedienung und stellst ihn gleich einige Stufen lauter, um sicherzugehen.	Your roommate asks you to turn up the volume on the TV. You take the remote control and turn it up a few notches just to be sure.	{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.3182}	neutral
Enkmitas	Du wolltest gerade auf die Internetseite deines Online-Banking zugreifen. Du zögerst für einen kurzen Moment, weil dir die URL entfallen ist. Deine Finger schweben über den Tasten.	You were about to access your online banking website. You hesitate for a moment because you've forgotten the URL. Your fingers hover over the keys.	{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.4588}	neutral
Mege	Du hast auf der Arbeit eine Übersichtstabelle mit den Aufgaben aller Mitarbeiter. Du siehst, dass ein*e Kolleg*in eingetragen hat, dass er*sie alle seine*ihre Aufgaben für heute erledigt hat.	You have an overview table at work with the tasks of all employees. You see that a colleague has entered that he/she has completed all of his/her tasks for today.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Weforshank	An der Bushaltestelle hält eine Person ein Baby auf dem Arm und wiegt es hin und her. Das Baby ist ganz ruhig.	At the bus stop, a person is holding a baby and rocking it back and forth. The baby is very calm.	{'neg': 0.101, 'neu': 0.78, 'pos': 0.119, 'compound': 0.101}	neutral
Plüpp	Du liest ein Buch auf Englisch. Du merkst, dass du viel länger für eine Seite brauchst als bei Büchern auf Deutsch.	You are reading a book in English. You notice that you need much longer for one page than with books in German.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Skibt	Ein*e Kollegen*in erzählt, dass er*sie hungrig ist. Nachdem von Essen die Rede war, merkst du, dass du auch Lust hättest, etwas zu essen.	A colleague tells that he*she is hungry. After talking about food, you realize that you would also like to eat something.	{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}	neutral
Namistell	Du findest zufällig beim Hausputz ein altes Buch unter der Kommode. Du weißt nicht, wie es dahin gekommen ist und stellst es ins Bücherregal. 	You happen to find an old book under the dresser while cleaning the house. You don't know how it got there and you put it on the bookshelf.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Struk	Du sitzt in der Flughafenhalle vor der großen Anzeigetafel. Sobald dein Flug angezeigt wird, willst du durch die Sicherheitskontrolle gehen.	You are sitting in the airport hall in front of the large scoreboard. As soon as your flight is displayed, you want to go through security.	{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4019}	neutral
Mölauzegt	Du probierst dein selbstgekochtes Essen. Du überlegst, wie es dir schmeckt und was du hättest besser machen können.	You taste your home-cooked food. You think about how you like it and what you could have done better.	{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.6597}	emotional
Bingsemöl	Du übst am Herd das Pfannkuchenwenden ohne Pfannenwender. Du hast den Bogen raus und wiederholst es einige Male, damit es beim nächsten Mal auf Anhieb klappt.	You practice turning pancakes on the stove without a spatula. You get the hang of it and repeat it a few times so you get it right the next time.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Iberletsch	Du sitzt im Restaurant und würdest gerne noch etwas bestellen. Du würdest gern die Bedienung antippen, wenn er*sie vorbei läuft, um auf dich aufmerksam zu machen.	You are sitting in the restaurant and would like to order something else. You would like to tap the waitress when he*she walks by to draw attention to you.	{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.6124}	emotional
Troff	Du entscheidest dich, heute früher als sonst Feierabend zu machen. Das bedeutet, dass du morgen länger arbeiten musst, um auf deine Stunden zu kommen.	You decide to call it a day earlier than usual. That means you'll have to work late tomorrow to make up your hours.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Odef	Du hast damals dein Studium begonnen mit einem festen Karriereweg im Blick. 10 Jahre später hast du genau den Job, den du eingeplant hattest.	You started your studies back then with a fixed career path in mind. 10 years later you have exactly the job you had planned.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Faube	Du stehst in der Schlange an der Kasse im Supermarkt und hast nur zwei Teile. Du hast kurz Blickkontakt mit der Person vor dir, als sie ihre Einkäufe auf das Band legt. Möglicherweise lässt sie dich vor, weil du nur zwei Teile hast.	You're standing in line at the checkout at the grocery store and you only have two items. You briefly make eye contact with the person in front of you as they place their purchases on the belt. She may let you in front because you only have two pieces.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Wunicher	Du teilst dir einen Arbeitsplatz mit zwei Personen. Ihr sprecht eure Arbeitszeiten so ab, dass ihr euch nicht in die Quere kommt.	You share a workplace with two people. You arrange your working hours in such a way that you don't get in each other's way.	{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.296}	neutral
Bisknirgo	Du liegst auf deinem Bett und schaust an die Decke. Du hast nichts zu tun und es ist keiner da.	You lie on your bed and look at the ceiling. You have nothing to do and nobody is there.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Ferandsor	Die Kollegen*innen planen, nach Feierabend in eine Kneipe zu gehen. Du machst die Tür zu deinem Büro zu, weil du nicht dazu eingeladen werden willst.	The colleagues plan to go to a pub after work. You close the door to your office because you don't want to be invited.	{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.0572}	neutral
Vul	Du hast frühzeitig angefangen, an deiner Hausarbeit zu schreiben. Du kommst an einen Punkt, an dem du Informationen brauchst, die ihr erst nächste Woche besprecht.	You started writing your homework early. You come to a point where you need information that you guys won't discuss until next week.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Neif	Du wurdest gebeten, ein Logo für einen Verein bei dir um die Ecke zu erstellen. Du nutzt deine Fähigkeiten in einem Computerprogramm, um mehrere Entwürfe zu erstellen.	You have been asked to create a logo for a club around the corner from you. You use your skills in a computer program to create multiple designs.	{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.4939}	neutral
Zimerhubst	Du bist gestern Abend erst spät ins Bett gegangen, weil du noch eine Folge deiner Serie gucken wolltest. Jetzt brauchst du etwas Zeit, um wirklich wach zu werden. Deine Augenlider sind schwer.	You went to bed late last night because you wanted to watch another episode of your series. Now you need some time to really wake up. Your eyelids are heavy.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Zwelde	Du bist heute morgen aufgewacht und konntest dich ungewöhnlich gut an deinen Traum erinnern. Du lässt den Traum Revue passieren.	You woke up this morning and remembered your dream unusually well. You review the dream.	{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.659}	emotional
Herklögen	Nach Feierabend wartet dein*e Partner*in zu Hause auf dich. Ihr fangt nach dem Abendessen gemeinsam eine neue Serie an.	After work, your partner will be waiting for you at home. You start a new series together after dinner.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Preier	Dein Handy hat eine verringerte Akkulaufzeit. Du erzählst deinem Bruder davon und er bietet dir sein altes Handy an. Du nimmst es nicht an, damit er es verkaufen kann.	Your cell phone has a reduced battery life. You tell your brother about it and he offers you his old cell phone. You're not taking it so he can sell it.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Muschürdur	Du bist auf der Arbeit an deinem Computer, als deine Armbeuge ohne ersichtlichen Grund anfängt zu jucken. Du wunderst dich wieso, aber arbeitest einfach weiter.	You're at work on your computer when the crook of your arm starts itching for no apparent reason. You wonder why, but just keep working.	{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.1531}	neutral
Ismiprämpf	Du hast Druckerpatronen bestellt, die heute kommen sollen. Du willst den*die Paketboten*in nicht verpassen und gehst deswegen regelmäßig zum Fenster, um nachzuschauen, ob der Lieferwagen schon auf deiner Straße steht. 	You have ordered printer cartridges that are supposed to come today. You don't want to miss the parcel carrier and therefore regularly go to the window to see if the delivery truck is already on your street.	{'neg': 0.032, 'neu': 0.929, 'pos': 0.038, 'compound': 0.0572}	neutral
Glühm	Du bist gerade dabei, ein Buch zu lesen, als es an der Tür klingelt. Du bist dir sicher, dass es die Post ist. Du reagierst nicht, weil du weißt, dass dein*e Mitbewohner*in gerade sowieso im Flur ist.	You are about to read a book when the doorbell rings. You're sure it's the mail. You don't react because you know your roommate is in the hallway anyway.	{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.3182}	neutral
Rugliebast	Du möchtest eine Geburtstagskarte schreiben. Du überlegst dir vorher im Kopf einen Text, damit du nichts durchstreichen musst.	You want to write a birthday card. You think of a text in your head beforehand so that you don't have to cross anything out.	{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.0772}	neutral
Wumeizauch	Du sitzt in der Bibliothek und schreibst Notizen auf deine Lernblätter. Die Person, die dir gegenüber sitzt, empfiehlt dir flüsternd, mit Kugelschreiber statt mit Füller zu schreiben, weil das nicht verwische.	You sit in the library and write notes on your study sheets. The person sitting across from you whispers that you should write with a ballpoint pen instead of a fountain pen because it won't smudge.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Häugnung	Du siehst dir einen Film auf Netflix an. Der Hauptdarsteller besucht seine Eltern. Du denkst, dass du deine Eltern auch mal wieder anrufen solltest, weil du sie seit zwei Wochen nicht gesprochen hast.	You watch a movie on Netflix. The main character visits his parents. You think you should call your parents again because you haven't spoken to them in two weeks.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Wupforau	Du lernst im Flur die Familie kennen, die gerade in die Wohnung neben dir eingezogen ist. Ihr unterhaltet euch kurz. Sie werden dich vielleicht als Babysitter engagieren.	In the hallway you meet the family who have just moved into the apartment next to you. You have a short chat. They may hire you as a babysitter.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Bismirbiel	Du hast 10 Gramm zu viel Mehl für einen Kuchen abgewogen. Du nimmst mit einer Kelle Mehl aus der Schüssel und hast auf einmal 50 Gramm zu wenig.	You weighed 10 grams too much flour for a cake. You take flour out of the bowl with a ladle and suddenly you are 50 grams short.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Enkmitas	Du rufst bei deiner Mutter an. Während des Gesprächs möchtest du dich nach ihrem*r älteren Nachbarn*in erkundigen, aber du hast kurz den Namen vergessen.	You call your mother. During the conversation, you want to ask about your elderly neighbor, but you briefly forget their name.	{'neg': 0.104, 'neu': 0.844, 'pos': 0.051, 'compound': -0.296}	neutral
Mege	Du hast zwei Mitbewohner*innen und ihr benutzt einen Putzplan, damit die Aufgaben klar verteilt sind. Als du nach Hause kommst, bemerkst du, dass deine Mitbewohner*innen alle ihre Aufgaben für heute erledigt haben.	You have two roommates and you use a cleaning plan so that the tasks are clearly distributed. When you get home, you notice that your roommates have finished all their tasks for the day.	{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.4019}	neutral
Weforshank	Du unterhältst dich mit einem*r Bekannten auf der Straße. Er*sie hat seinen*ihren kleinen Sohn dabei, der sich die ganze Zeit an seine*ihre Beine drückt.	You talk to an acquaintance on the street. He*she has his*her little son with him, who is hugging his*her legs the whole time.	{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4215}	neutral
Plüpp	Du hast dich während der Mittagspause mit einem*r Kollegen*in auf Englisch unterhalten. Die Mittagspause war dadurch nicht so erholsam.	You spoke to a colleague in English during your lunch break. The lunch break was therefore not so relaxing.	{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5116}	emotional
Skibt	Deine Schwester erzählt dir von einer Spinne in ihrer Wohnung. Du findest Spinnen an sich nicht schlimm, aber du teilst ihre Abwehrhaltung in dem Moment.	Your sister tells you about a spider in her apartment. You don't find spiders inherently bad, but you share their defensiveness at the moment.	{'neg': 0.144, 'neu': 0.75, 'pos': 0.105, 'compound': -0.0129}	neutral
Namistell	Du holst deine Winterjacke aus dem Schrank. In einem Ärmel steckt ein Schal, den du schon vergessen hattest.	You take your winter jacket out of the closet. There's a scarf tucked into one sleeve that you've already forgotten.	{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.2263}	neutral
Struk	Du hast für 9 Uhr morgens ein Taxi bestellt, das dich abholt, um dich zum Flughafen zu bringen. Du bist bereit, aber musst noch eine halbe Stunde warten.	You have booked a taxi for 9am to pick you up to take you to the airport. You're ready, but you have to wait another half hour.	{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.1901}	neutral
Mölauzegt	Du lässt deinen gestrigen Vortrag auf der Arbeit Revue passieren und überlegst, ob du alle wichtigen Punkte genannt hast.	You review yesterday's presentation at work and consider whether you have mentioned all the important points.	{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.2023}	neutral
Bingsemöl	Du versuchst, ein Muster in den Milchschaum deines Milchkaffees zu machen. Du übst es jeden Morgen, damit man das Muster besser erkennen kann.	You are trying to make a pattern in the milk froth of your latte. You practice it every morning so that the pattern is easier to recognize.	{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4215}	neutral
Iberletsch	Du tauschst dich mit einem*r Bekannten über ein politisches Thema aus. Zwischendurch würdest du ihm*ihr gerne auf die Schulter klopfen, wenn ihr euch einig seid.	You exchange ideas with an acquaintance about a political topic. In between, you would like to pat him*her on the back if you agree.	{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.6124}	emotional
Troff	Du schaust heute lieber Netflix als zu lernen. Dir ist klar, dass du dann entweder morgen eine Nachtschicht machen musst oder nicht den ganzen Stoff schaffst. 	You'd rather watch Netflix today than study. You're aware that you'll either have to do a night shift tomorrow or you won't be able to finish all the material.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Odef	Du hast vor einem halben Jahr beschlossen, 5 kg abzunehmen. Du bist einem Ernährungplan gefolgt und hast heute zum Stichtag ziemlich genau 5 kg abgenommen.	Six months ago you decided to lose 5 kg. You followed a nutrition plan and lost almost exactly 5 kg on the deadline today.	{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.6124}	emotional
Faube	Du sitzt im Wartezimmer beim Arzt und hattest vor 30 Minuten einen Termin. Du versuchst Blickkontakt mit dem*der Rezeptionisten*in aufzunehmen, damit er*sie dich fragt, ob du schon dran warst.	You're sitting in the doctor's waiting room and had an appointment 30 minutes ago. You try to make eye contact with the receptionist so that he*she asks you if it was your turn.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Wunicher	Du bist im Supermarkt und siehst, dass die langsamste Kassiererin an Kasse 2 sitzt. Du stellst dich bei einer anderen Kasse an, weil es dort schneller geht.	You are in the supermarket and you see that the slowest cashier is at checkout 2. You line up at another checkout because it's faster there.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Bisknirgo	Du sitzt an deinem Küchentisch und schaust aus dem Fenster. Die Bauarbeiter*innen draußen haben Pause und es ist ruhig.	You sit at your kitchen table and look out the window. The construction workers outside are on break and it's quiet.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Ferandsor	Dein Bruder hat dich gefragt, ob du mit ihm ein Spiel spielen möchtest. Du warst den ganzen Tag unterwegs und lehnst ab, um deine Ruhe zu haben.	Your brother asked you to play a game with him. You've been out all day and refuse to have your peace.	{'neg': 0.088, 'neu': 0.677, 'pos': 0.235, 'compound': 0.5719}	emotional
Vul	Du musst dich zwischen zwei Jobangeboten entscheiden. Du merkst auf deiner Pro/Contra-Liste, dass von einem Unternehmen noch wichtige Informationen fehlen, um eine Entscheidung zu treffen.	You have to choose between two job offers. You notice on your pro/con list that a company is still missing important information in order to make a decision.	{'neg': 0.079, 'neu': 0.857, 'pos': 0.064, 'compound': -0.1027}	neutral
Neif	Auf der Arbeit soll Zeit gespart werden, indem ein häufig auftretendes Computerproblem erklärt wird. Du nutzt deine Erfahrung und erstellst eine ausführliche, kleinschrittige Anleitung für alle Mitarbeiter*innen.	To save time at work by explaining a common computer problem. You use your experience and create detailed, step-by-step instructions for all employees.	{'neg': 0.1, 'neu': 0.704, 'pos': 0.196, 'compound': 0.3818}	neutral
Zimerhubst	Du bist gestern Abend länger wach geblieben als sonst, weil du noch telefoniert hast. Du bist irgendwie träge und kaufst dir auf dem Weg zur Arbeit einen Energydrink.	You stayed up later than usual last night because you were still on the phone. You're kind of sluggish and you buy an energy drink on your way to work.	{'neg': 0.09, 'neu': 0.846, 'pos': 0.063, 'compound': -0.2247}	neutral
Zwelde	Du wachst morgens auf und weißt kurz nicht, wo du bist. Du hast geträumt, du wärst bei deinen Eltern, bist aber in deiner eigenen Wohnung.	You wake up in the morning and for a moment you don't know where you are. You dreamed that you were with your parents, but you are in your own apartment.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Herklögen	Du besuchst eine*n Freund*in. Ihr trinkt gemeinsam Kaffee und geht eine Runde spazieren. Ihr unterhaltet euch über dies und das.	You are visiting a friend. You drink coffee together and go for a walk. You talk about this and that.	{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4939}	neutral
Preier	Deine Arbeitskollegen*innen fragen dich, ob du mit ihnen beim Imbiss um die Ecke zu Mittag essen möchtest. Du lehnst ab, weil du dir etwas zu Essen von zu Hause mitgebracht hast.	Your work colleagues ask you if you would like to have lunch with them at the diner around the corner. You decline because you brought something to eat from home.	{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.3612}	neutral
Muschürdur	Nach einem Telefonat bemerkst du ein Grummeln in deinem Bauch. Du hast eigentlich nichts Falsches gegessen. Du versuchst dich abzulenken und machst dir einen Tee.	After a phone call, you notice a rumbling in your stomach. You haven't actually eaten anything wrong. You try to distract yourself and make yourself some tea.	{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.6486}	emotional
Ismiprämpf	Du hast vor einer halben Stunde online Essen bestellt. Deine Klingel ist kaputt, deswegen prüfst du regelmäßig in der App deines Handys, wo die Lieferung gerade ist, um rechtzeitig nach draußen zu gehen.	You ordered food online half an hour ago. Your doorbell is broken, so you regularly check your phone's app to see where the delivery is so that you can go outside on time.	{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.4767}	neutral
Glühm	Du sitzt am Küchentisch und isst etwas, als es klingelt. Du erwartest niemanden, vermutlich waren es die Nachbarskinder. Du bleibst ruhig sitzen und wartest, ob es nochmal klingelt.	You are sitting at the kitchen table eating something when the doorbell rings. You're not expecting anyone, it was probably the neighbors' kids. You sit quietly and wait for the doorbell to ring again.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Rugliebast	Du gehst zum Bäcker. Während du in der Schlange stehst, überlegst du schon mal, was du haben möchtest und rechnest den Preis aus, damit es gleich schnell geht. 	You go to the baker. While you're standing in line, think about what you want and calculate the price so that you can get it quickly.	{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.0772}	neutral
Wumeizauch	Du sitzt an deinem Arbeitsplatz und überlegst, wie du vorgehen sollst. Dein*e Kollege*in kommt vorbei und sagt dir, was er*sie tun würde, weil er*sie das selbe Problem schon mal hatte.	You sit at your desk and think about how to proceed. Your colleague comes over and tells you what he*she would do because he*she had the same problem before.	{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.4019}	neutral
Häugnung	Du bist auf einer Feier und siehst, wie ein*e Bekannte*r neue Leute kennenlernt. Du beschließt, dich auch etwas mehr unter die Leute zu mischen, um neue Bekanntschaften zu machen.	You are at a party and see an acquaintance getting to know new people. You decide to mingle with people a little more to make new acquaintances.	{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4019}	neutral
Wupforau	Du lernst auf der Arbeit deine*n neue*n Kollegen*in kennen. Eure Büros sind nebeneinander und du gehst davon aus, dass ihr euch in Zukunft öfter auf dem Flur begegnen werdet.	You meet your new colleague at work. Your offices are next to each other and you expect to see each other in the hallway more often in the future.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Bismirbiel	Du bekommst eine Benachrichtigung, dass dein E-Mail-Postfach zu 80% voll ist. Du beginnst umgehend, Mails zu löschen und auszusortieren, bis das Postfach nur noch zu 15% gefüllt ist.	You will receive a notification that your email inbox is 80% full. You immediately start deleting and sorting out emails until the inbox is only 15% full.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
